Cell_type,Cell_code,Photo_id,Photo_path,H,W,red_max,red_min,red_mean,green_max,green_min,green_mean,blue_max,blue_min,blue_mean
MYO,MYO,MYO_1672,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1672.tiff,400.0,400.0,255.0,14.0,198.4678375,253.0,0.0,172.339325,244.0,133.0,202.1602125
MYO,MYO,MYO_1388,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1388.tiff,400.0,400.0,255.0,105.0,209.55738125,255.0,1.0,175.39784375,254.0,142.0,210.790025
MYO,MYO,MYO_1222,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1222.tiff,400.0,400.0,255.0,56.0,200.1878125,250.0,0.0,173.97639375,242.0,150.0,206.791075
MYO,MYO,MYO_0825,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0825.tiff,400.0,400.0,255.0,73.0,217.5713625,252.0,0.0,194.36723125,252.0,123.0,220.8555625
MYO,MYO,MYO_2818,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2818.tiff,400.0,400.0,255.0,105.0,218.8392375,255.0,0.0,191.306625,255.0,179.0,224.57801875
MYO,MYO,MYO_1737,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1737.tiff,400.0,400.0,255.0,16.0,204.76861875,255.0,0.0,172.68295,255.0,144.0,209.7383625
MYO,MYO,MYO_1367,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1367.tiff,400.0,400.0,255.0,27.0,211.9434375,255.0,0.0,188.089775,255.0,130.0,214.97428125
MYO,MYO,MYO_0126,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0126.tiff,400.0,400.0,255.0,62.0,203.5169125,255.0,0.0,169.88438125,255.0,96.0,205.73065625
MYO,MYO,MYO_0576,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0576.tiff,400.0,400.0,211.0,0.0,153.088425,192.0,0.0,123.4337,198.0,82.0,160.8127625
MYO,MYO,MYO_2265,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2265.tiff,400.0,400.0,255.0,47.0,214.3778375,255.0,0.0,181.43755,255.0,137.0,211.0633
MYO,MYO,MYO_0258,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0258.tiff,400.0,400.0,255.0,56.0,197.75834375,251.0,0.0,158.69788125,255.0,131.0,208.11850625
MYO,MYO,MYO_2635,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2635.tiff,400.0,400.0,253.0,47.0,202.44771875,249.0,0.0,187.0209,245.0,124.0,211.05635
MYO,MYO,MYO_0608,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0608.tiff,400.0,400.0,255.0,0.0,194.10776875,255.0,0.0,167.570075,248.0,108.0,198.54325625
MYO,MYO,MYO_1449,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1449.tiff,400.0,400.0,255.0,40.0,178.6373625,255.0,0.0,139.55390625,247.0,145.0,191.79501875
MYO,MYO,MYO_1019,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1019.tiff,400.0,400.0,255.0,0.0,208.71105,254.0,0.0,182.43250625,254.0,119.0,212.8045625
MYO,MYO,MYO_3024,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3024.tiff,400.0,400.0,255.0,66.0,211.10639375,255.0,0.0,178.57285,249.0,146.0,209.7221125
MYO,MYO,MYO_3161,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3161.tiff,400.0,400.0,249.0,40.0,190.1323,241.0,0.0,162.09818125,238.0,125.0,194.2483875
MYO,MYO,MYO_2320,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2320.tiff,400.0,400.0,255.0,56.0,201.60390625,255.0,0.0,167.51531875,245.0,146.0,201.233675
MYO,MYO,MYO_2770,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2770.tiff,400.0,400.0,255.0,69.0,208.71041875,251.0,0.0,175.07639375,252.0,97.0,208.6826875
MYO,MYO,MYO_3248,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3248.tiff,400.0,400.0,190.0,44.0,143.665075,181.0,0.0,124.5920375,182.0,115.0,152.00998125
MYO,MYO,MYO_1275,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1275.tiff,400.0,400.0,255.0,70.0,224.80404375,255.0,0.0,195.6273125,255.0,166.0,230.21361875
MYO,MYO,MYO_0937,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0937.tiff,400.0,400.0,255.0,51.0,219.31195,255.0,0.0,188.85634375,255.0,174.0,224.9221375
MYO,MYO,MYO_1625,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1625.tiff,400.0,400.0,255.0,55.0,188.35920625,250.0,0.0,151.9358,248.0,144.0,199.77015625
MYO,MYO,MYO_0464,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0464.tiff,400.0,400.0,255.0,33.0,199.4054125,249.0,0.0,176.8477875,248.0,148.0,210.0705375
MYO,MYO,MYO_2459,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2459.tiff,400.0,400.0,255.0,89.0,216.52094375,253.0,0.0,187.70945625,254.0,141.0,222.58325625
MYO,MYO,MYO_0034,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0034.tiff,400.0,400.0,255.0,82.0,217.60368125,255.0,0.0,183.47618125,255.0,167.0,216.31465625
MYO,MYO,MYO_2009,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2009.tiff,400.0,400.0,255.0,16.0,185.62518125,254.0,0.0,162.61004375,251.0,136.0,200.6711625
MYO,MYO,MYO_0521,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0521.tiff,400.0,400.0,255.0,70.0,214.923725,255.0,0.0,184.92834375,251.0,140.0,215.83475625
MYO,MYO,MYO_0171,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0171.tiff,400.0,400.0,255.0,68.0,190.09729375,252.0,0.0,167.0191625,249.0,134.0,200.15738125
MYO,MYO,MYO_1330,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1330.tiff,400.0,400.0,255.0,63.0,221.44415625,255.0,0.0,193.31135,255.0,161.0,217.84226875
MYO,MYO,MYO_0872,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0872.tiff,400.0,400.0,253.0,35.0,205.0330125,246.0,0.0,188.8206,251.0,142.0,216.6769625
MYO,MYO,MYO_1760,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1760.tiff,400.0,400.0,255.0,57.0,211.44604375,255.0,0.0,184.7692625,252.0,162.0,215.8079125
MYO,MYO,MYO_3032,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3032.tiff,400.0,400.0,255.0,68.0,191.3289,253.0,0.0,158.5836125,246.0,131.0,205.1590125
MYO,MYO,MYO_3198,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3198.tiff,400.0,400.0,255.0,66.0,201.47321875,250.0,0.0,164.16180625,252.0,146.0,216.05846875
MYO,MYO,MYO_2623,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2623.tiff,400.0,400.0,255.0,0.0,163.25065,251.0,0.0,148.25644375,253.0,0.0,173.4699
MYO,MYO,MYO_2789,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2789.tiff,400.0,400.0,255.0,39.0,187.7675875,244.0,0.0,169.12354375,250.0,136.0,203.88214375
MYO,MYO,MYO_2273,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2273.tiff,400.0,400.0,255.0,49.0,204.237325,255.0,0.0,172.04273125,255.0,160.0,218.36836875
MYO,MYO,MYO_1849,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1849.tiff,400.0,400.0,248.0,77.0,201.57273125,244.0,0.0,180.33835,245.0,141.0,212.184525
MYO,MYO,MYO_2766,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2766.tiff,400.0,400.0,255.0,52.0,211.56108125,254.0,0.0,175.35374375,254.0,126.0,211.06289375
MYO,MYO,MYO_2336,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2336.tiff,400.0,400.0,255.0,18.0,198.1122125,255.0,0.0,168.05009375,253.0,115.0,201.2368625
MYO,MYO,MYO_3177,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3177.tiff,400.0,400.0,255.0,77.0,209.07406875,255.0,0.0,184.00268125,255.0,131.0,215.45314375
MYO,MYO,MYO_0022,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0022.tiff,400.0,400.0,255.0,31.0,220.85176875,255.0,0.0,193.36428125,255.0,127.0,220.7696875
MYO,MYO,MYO_0472,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0472.tiff,400.0,400.0,255.0,74.0,214.427225,255.0,0.0,182.7280875,255.0,123.0,216.10943125
MYO,MYO,MYO_0188,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0188.tiff,400.0,400.0,255.0,11.0,204.39453125,250.0,0.0,183.275675,243.0,136.0,212.5962
MYO,MYO,MYO_1633,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1633.tiff,400.0,400.0,255.0,25.0,200.4823125,255.0,0.0,173.7544,244.0,131.0,204.4895375
MYO,MYO,MYO_0921,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0921.tiff,400.0,400.0,255.0,0.0,199.0839625,249.0,0.0,178.29073125,250.0,118.0,208.88191875
MYO,MYO,MYO_1263,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1263.tiff,400.0,400.0,255.0,77.0,211.9111,255.0,0.0,185.8336875,255.0,142.0,219.58964375
MYO,MYO,MYO_1799,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1799.tiff,400.0,400.0,255.0,23.0,192.305025,254.0,0.0,155.18136875,249.0,122.0,203.1158125
MYO,MYO,MYO_1776,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1776.tiff,400.0,400.0,255.0,99.0,218.36380625,255.0,0.0,188.1094625,255.0,180.0,225.27903125
MYO,MYO,MYO_2859,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2859.tiff,400.0,400.0,255.0,38.0,202.08941875,255.0,0.0,187.89183125,247.0,127.0,210.99640625
MYO,MYO,MYO_0864,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0864.tiff,400.0,400.0,255.0,46.0,187.9865125,255.0,0.0,153.57226875,244.0,137.0,202.46390625
MYO,MYO,MYO_1326,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1326.tiff,400.0,400.0,255.0,51.0,201.05255625,255.0,0.0,179.90575625,255.0,134.0,213.72446875
MYO,MYO,MYO_0167,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0167.tiff,400.0,400.0,255.0,0.0,214.2838375,255.0,0.0,182.7418,255.0,128.0,217.2644625
MYO,MYO,MYO_0537,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0537.tiff,400.0,400.0,252.0,0.0,150.3432625,245.0,0.0,128.84705,249.0,0.0,162.0994625
MYO,MYO,MYO_0219,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0219.tiff,400.0,400.0,255.0,16.0,202.305025,252.0,0.0,179.7537875,255.0,60.0,212.09229375
MYO,MYO,MYO_2224,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2224.tiff,400.0,400.0,255.0,45.0,214.26735625,255.0,0.0,190.28449375,255.0,146.0,218.7012625
MYO,MYO,MYO_0649,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0649.tiff,400.0,400.0,255.0,68.0,218.99240625,255.0,0.0,188.78256875,255.0,175.0,225.2109
MYO,MYO,MYO_2674,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2674.tiff,400.0,400.0,255.0,48.0,203.70155,253.0,0.0,173.7396125,254.0,143.0,206.33904375
MYO,MYO,MYO_1408,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1408.tiff,400.0,400.0,255.0,78.0,212.37816875,255.0,0.0,180.62538125,254.0,162.0,211.698175
MYO,MYO,MYO_3065,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3065.tiff,400.0,400.0,255.0,57.0,192.53969375,252.0,0.0,163.59219375,242.0,138.0,205.98996875
MYO,MYO,MYO_1058,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1058.tiff,400.0,400.0,255.0,24.0,206.72984375,255.0,0.0,173.1293125,253.0,153.0,214.205025
MYO,MYO,MYO_3120,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3120.tiff,400.0,400.0,255.0,114.0,224.11148125,250.0,9.0,204.806275,251.0,179.0,225.45025625
MYO,MYO,MYO_2361,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2361.tiff,400.0,400.0,255.0,2.0,203.2549,255.0,0.0,174.1065375,255.0,118.0,206.5638125
MYO,MYO,MYO_2731,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2731.tiff,400.0,400.0,255.0,0.0,149.95921875,255.0,0.0,120.32693125,255.0,0.0,152.525225
MYO,MYO,MYO_1234,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1234.tiff,400.0,400.0,248.0,66.0,194.80949375,240.0,0.0,171.59168125,244.0,149.0,209.79635
MYO,MYO,MYO_3209,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3209.tiff,400.0,400.0,255.0,72.0,205.50524375,250.0,0.0,179.25896875,245.0,141.0,212.5504375
MYO,MYO,MYO_1664,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1664.tiff,400.0,400.0,255.0,40.0,205.6086,255.0,0.0,186.397725,255.0,152.0,213.75791875
MYO,MYO,MYO_0976,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0976.tiff,400.0,400.0,255.0,0.0,196.18424375,255.0,0.0,160.31800625,255.0,105.0,206.804025
MYO,MYO,MYO_2418,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2418.tiff,400.0,400.0,255.0,54.0,211.23795625,255.0,0.0,174.63621875,255.0,112.0,211.84778125
MYO,MYO,MYO_0425,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0425.tiff,400.0,400.0,255.0,17.0,196.23988125,255.0,0.0,172.91240625,255.0,74.0,202.42954375
MYO,MYO,MYO_2048,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2048.tiff,400.0,400.0,255.0,97.0,217.23549375,255.0,0.0,184.42811875,246.0,174.0,215.3561125
MYO,MYO,MYO_0075,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0075.tiff,400.0,400.0,255.0,0.0,204.53043125,251.0,0.0,179.83788125,246.0,116.0,210.2945
MYO,MYO,MYO_0560,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0560.tiff,400.0,400.0,255.0,96.0,214.4605625,253.0,0.0,179.5607125,250.0,170.0,210.6142375
MYO,MYO,MYO_0130,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0130.tiff,400.0,400.0,255.0,57.0,217.16835625,255.0,0.0,185.80708125,255.0,155.0,217.6207125
MYO,MYO,MYO_1371,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1371.tiff,400.0,400.0,255.0,89.0,219.72196875,255.0,0.0,190.6148,249.0,172.0,218.18315
MYO,MYO,MYO_0999,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0999.tiff,400.0,400.0,255.0,49.0,212.43095,255.0,0.0,180.60305,255.0,125.0,214.3439625
MYO,MYO,MYO_1721,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1721.tiff,400.0,400.0,255.0,45.0,216.30964375,250.0,0.0,194.55109375,252.0,95.0,219.237925
MYO,MYO,MYO_0833,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0833.tiff,400.0,400.0,255.0,69.0,215.33225,255.0,0.0,184.95886875,255.0,124.0,216.10379375
MYO,MYO,MYO_1536,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1536.tiff,400.0,400.0,255.0,69.0,206.348425,245.0,0.0,173.79581875,255.0,161.0,215.36581875
MYO,MYO,MYO_1166,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1166.tiff,400.0,400.0,191.0,42.0,139.37574375,189.0,0.0,116.97149375,194.0,105.0,147.34568125
MYO,MYO,MYO_0327,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0327.tiff,400.0,400.0,255.0,68.0,214.8566375,255.0,0.0,189.37260625,255.0,167.0,223.697125
MYO,MYO,MYO_1865,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1865.tiff,400.0,400.0,255.0,76.0,203.50728125,255.0,0.0,169.538375,244.0,146.0,203.8609875
MYO,MYO,MYO_0777,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0777.tiff,400.0,400.0,255.0,0.0,203.81753125,255.0,0.0,182.53143125,244.0,129.0,205.30770625
MYO,MYO,MYO_0262,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0262.tiff,400.0,400.0,250.0,47.0,189.40346875,246.0,0.0,163.0970875,246.0,144.0,205.39608125
MYO,MYO,MYO_0798,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0798.tiff,400.0,400.0,255.0,88.0,212.9566125,251.0,0.0,179.68939375,255.0,163.0,222.5153625
MYO,MYO,MYO_1920,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1920.tiff,400.0,400.0,255.0,31.0,193.59305625,248.0,0.0,172.28551875,251.0,114.0,206.7901125
MYO,MYO,MYO_0632,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0632.tiff,400.0,400.0,255.0,67.0,217.8151,247.0,0.0,195.199,251.0,153.0,222.0808625
MYO,MYO,MYO_1473,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1473.tiff,400.0,400.0,255.0,91.0,197.67833125,255.0,0.0,166.450125,250.0,137.0,200.15233125
MYO,MYO,MYO_1189,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1189.tiff,400.0,400.0,255.0,56.0,210.38901875,255.0,0.0,169.02394375,254.0,162.0,208.8247
MYO,MYO,MYO_1023,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1023.tiff,400.0,400.0,255.0,0.0,199.16745625,255.0,0.0,177.33938125,245.0,114.0,203.79783125
MYO,MYO,MYO_2526,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2526.tiff,400.0,400.0,255.0,22.0,214.4586875,255.0,0.0,189.76668125,255.0,135.0,218.09208125
MYO,MYO,MYO_2176,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2176.tiff,400.0,400.0,255.0,48.0,212.07045,255.0,0.0,183.71485625,255.0,128.0,216.7147375
MYO,MYO,MYO_2875,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2875.tiff,400.0,400.0,255.0,34.0,202.8263875,247.0,0.0,169.53339375,247.0,154.0,205.4243
MYO,MYO,MYO_0848,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0848.tiff,400.0,400.0,255.0,19.0,178.66341875,255.0,0.0,142.2133875,246.0,136.0,194.34051875
MYO,MYO,MYO_2930,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2930.tiff,400.0,400.0,255.0,51.0,198.98015625,245.0,0.0,168.61309375,251.0,144.0,201.4687875
MYO,MYO,MYO_2199,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2199.tiff,400.0,400.0,255.0,60.0,205.497025,254.0,0.0,172.7165625,247.0,141.0,202.5125125
MYO,MYO,MYO_2463,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2463.tiff,400.0,400.0,255.0,82.0,208.57525,255.0,0.0,181.70803125,252.0,165.0,211.37875625
MYO,MYO,MYO_2033,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2033.tiff,400.0,400.0,255.0,55.0,191.706725,255.0,0.0,151.09688125,245.0,149.0,200.30505
