Cell_type,Cell_code,Photo_id,Photo_path,H,W,red_max,red_min,red_mean,green_max,green_min,green_mean,blue_max,blue_min,blue_mean
basophil,BA,BA_691117,../Data/PBC/basophil/BA_691117.jpg,363.0,360.0,255.0,37.0,216.12004132231405,243.0,0.0,182.6454698500153,212.0,93.0,180.81359810223447
basophil,BA,BA_240977,../Data/PBC/basophil/BA_240977.jpg,363.0,360.0,255.0,42.0,215.74208754208755,245.0,0.0,181.62087542087542,217.0,90.0,177.02359198041017
basophil,BA,BA_762060,../Data/PBC/basophil/BA_762060.jpg,363.0,360.0,255.0,34.0,211.47263544536273,255.0,0.0,178.55317569635753,217.0,83.0,178.0813284358739
basophil,BA,BA_347981,../Data/PBC/basophil/BA_347981.jpg,363.0,360.0,255.0,41.0,215.3736455463728,247.0,0.0,179.0272421181512,223.0,94.0,180.35567033976125
basophil,BA,BA_418760,../Data/PBC/basophil/BA_418760.jpg,363.0,360.0,255.0,41.0,229.225221916131,241.0,0.0,200.70070400979492,228.0,87.0,188.5643786348332
basophil,BA,BA_727528,../Data/PBC/basophil/BA_727528.jpg,363.0,360.0,255.0,34.0,225.46405723905724,245.0,0.0,194.58763391490663,225.0,96.0,184.58024181206
basophil,BA,BA_879878,../Data/PBC/basophil/BA_879878.jpg,363.0,360.0,255.0,39.0,210.10623660850933,237.0,2.0,175.81895469850016,211.0,83.0,175.70837159473524
basophil,BA,BA_238012,../Data/PBC/basophil/BA_238012.jpg,363.0,360.0,255.0,31.0,226.57774716865626,251.0,0.0,195.44650290786655,231.0,99.0,185.59261554943373
basophil,BA,BA_752996,../Data/PBC/basophil/BA_752996.jpg,363.0,360.0,255.0,39.0,215.6167661463116,255.0,0.0,183.25608356290175,219.0,90.0,181.42082950719313
basophil,BA,BA_482919,../Data/PBC/basophil/BA_482919.jpg,363.0,360.0,255.0,34.0,220.31674318947046,255.0,0.0,191.24856137128864,223.0,81.0,183.07626262626263
basophil,BA,BA_23839,../Data/PBC/basophil/BA_23839.jpg,363.0,360.0,255.0,34.0,226.81996479951025,248.0,0.0,194.36024640342822,220.0,89.0,185.57043158861342
basophil,BA,BA_535962,../Data/PBC/basophil/BA_535962.jpg,363.0,360.0,255.0,38.0,217.95616008570553,255.0,0.0,184.8474517906336,218.0,88.0,182.96189164370983
basophil,BA,BA_961010,../Data/PBC/basophil/BA_961010.jpg,363.0,360.0,255.0,38.0,220.69578359351087,246.0,0.0,185.94153657790022,216.0,86.0,180.59669421487604
basophil,BA,BA_77298,../Data/PBC/basophil/BA_77298.jpg,363.0,360.0,255.0,39.0,229.2864478114478,250.0,0.0,198.81106519742883,221.0,98.0,186.9986455463728
basophil,BA,BA_499861,../Data/PBC/basophil/BA_499861.jpg,363.0,360.0,255.0,41.0,215.95996326905419,242.0,0.0,184.56086623813897,223.0,94.0,182.32033210896847
basophil,BA,BA_620858,../Data/PBC/basophil/BA_620858.jpg,363.0,360.0,255.0,39.0,224.22401285583103,247.0,0.0,191.69767370676462,215.0,91.0,184.14566880930516
basophil,BA,BA_633824,../Data/PBC/basophil/BA_633824.jpg,363.0,360.0,255.0,41.0,218.9390266299357,251.0,0.0,187.006512090603,221.0,98.0,180.51378175696357
basophil,BA,BA_391096,../Data/PBC/basophil/BA_391096.jpg,363.0,360.0,255.0,41.0,222.16669727578818,255.0,0.0,189.6776936026936,220.0,85.0,182.75821854912763
basophil,BA,BA_579017,../Data/PBC/basophil/BA_579017.jpg,369.0,366.0,255.0,23.0,208.68537770077154,239.0,2.0,184.80733632472936,255.0,128.0,212.9119241192412
basophil,BA,BA_152930,../Data/PBC/basophil/BA_152930.jpg,363.0,360.0,255.0,38.0,225.43198653198652,252.0,0.0,194.49964034282215,230.0,88.0,184.7247015610652
basophil,BA,BA_254321,../Data/PBC/basophil/BA_254321.jpg,363.0,360.0,255.0,44.0,223.80150749923476,249.0,0.0,193.31696510560147,217.0,87.0,183.03811600857054
basophil,BA,BA_56068,../Data/PBC/basophil/BA_56068.jpg,363.0,360.0,255.0,43.0,225.49312059993878,249.0,0.0,194.9046831955923,218.0,79.0,184.9968931741659
basophil,BA,BA_931425,../Data/PBC/basophil/BA_931425.jpg,363.0,360.0,255.0,37.0,224.18886593204775,249.0,0.0,189.5491812059994,225.0,83.0,182.5816192225283
basophil,BA,BA_99625,../Data/PBC/basophil/BA_99625.jpg,363.0,360.0,255.0,25.0,220.46516681971227,255.0,0.0,187.40635139271504,226.0,86.0,183.66391184573004
basophil,BA,BA_278185,../Data/PBC/basophil/BA_278185.jpg,363.0,360.0,255.0,38.0,222.10509641873278,249.0,0.0,191.51674318947047,216.0,99.0,185.56113406795225
basophil,BA,BA_594363,../Data/PBC/basophil/BA_594363.jpg,363.0,360.0,255.0,40.0,226.63947046219772,252.0,0.0,191.54774257728803,218.0,91.0,184.3946051423324
basophil,BA,BA_464090,../Data/PBC/basophil/BA_464090.jpg,363.0,360.0,255.0,34.0,222.93387664524028,255.0,0.0,189.68550658096112,217.0,75.0,184.89305172941536
basophil,BA,BA_661622,../Data/PBC/basophil/BA_661622.jpg,363.0,360.0,255.0,38.0,211.67289562289562,255.0,0.0,178.7282522191613,220.0,91.0,179.5447199265381
basophil,BA,BA_412674,../Data/PBC/basophil/BA_412674.jpg,363.0,360.0,255.0,38.0,218.58412917049282,255.0,0.0,186.29352617079888,223.0,87.0,180.76870982552802
basophil,BA,BA_250620,../Data/PBC/basophil/BA_250620.jpg,363.0,360.0,255.0,41.0,215.41150902969085,251.0,0.0,182.89765840220386,219.0,82.0,177.7275482093664
basophil,BA,BA_991876,../Data/PBC/basophil/BA_991876.jpg,363.0,360.0,255.0,35.0,216.66270278543007,252.0,0.0,179.73947046219774,237.0,88.0,177.1209902050811
basophil,BA,BA_472802,../Data/PBC/basophil/BA_472802.jpg,363.0,360.0,255.0,44.0,221.34205693296602,255.0,0.0,189.47404346495256,221.0,92.0,182.5169880624426
basophil,BA,BA_842435,../Data/PBC/basophil/BA_842435.jpg,363.0,360.0,255.0,31.0,221.04504132231406,255.0,0.0,187.17271962044688,225.0,87.0,182.05039791857973
basophil,BA,BA_754114,../Data/PBC/basophil/BA_754114.jpg,363.0,360.0,255.0,42.0,217.63845270890727,255.0,0.0,186.02385981022346,219.0,98.0,180.87750994796448
basophil,BA,BA_4744,../Data/PBC/basophil/BA_4744.jpg,369.0,366.0,255.0,0.0,204.799317310113,239.0,3.0,189.28434552105085,255.0,87.0,210.3290091370859
basophil,BA,BA_754100,../Data/PBC/basophil/BA_754100.jpg,369.0,366.0,255.0,0.0,203.34867534467693,235.0,6.0,186.10678691486368,251.0,89.0,208.02160617234588
basophil,BA,BA_746935,../Data/PBC/basophil/BA_746935.jpg,363.0,360.0,255.0,42.0,228.17234465870828,255.0,0.0,195.36872513008876,218.0,92.0,187.28081573308847
basophil,BA,BA_723161,../Data/PBC/basophil/BA_723161.jpg,363.0,360.0,255.0,39.0,223.28996020814202,247.0,0.0,189.23477961432508,223.0,99.0,182.00608356290175
basophil,BA,BA_2862,../Data/PBC/basophil/BA_2862.jpg,363.0,360.0,255.0,39.0,221.1174778083869,253.0,0.0,189.93694520967247,224.0,86.0,182.52721150902968
basophil,BA,BA_510275,../Data/PBC/basophil/BA_510275.jpg,363.0,360.0,255.0,35.0,222.60284664830118,255.0,0.0,192.10711662075298,221.0,86.0,185.40655800428527
basophil,BA,BA_809385,../Data/PBC/basophil/BA_809385.jpg,363.0,360.0,255.0,41.0,219.45185185185184,252.0,0.0,187.10915977961432,212.0,85.0,179.53486378940926
basophil,BA,BA_545506,../Data/PBC/basophil/BA_545506.jpg,363.0,360.0,255.0,46.0,216.03185644322008,245.0,0.0,181.29098561371288,218.0,102.0,180.89844658708296
basophil,BA,BA_563270,../Data/PBC/basophil/BA_563270.jpg,363.0,360.0,255.0,38.0,220.57460208142027,247.0,0.0,186.21401897765534,224.0,89.0,181.85079583715947
basophil,BA,BA_893495,../Data/PBC/basophil/BA_893495.jpg,363.0,360.0,255.0,36.0,209.4925925925926,249.0,0.0,174.58881236608508,231.0,88.0,176.22793082338538
basophil,BA,BA_215988,../Data/PBC/basophil/BA_215988.jpg,363.0,360.0,255.0,35.0,218.59866085093358,255.0,0.0,185.8602157943067,225.0,91.0,180.93964646464647
basophil,BA,BA_659008,../Data/PBC/basophil/BA_659008.jpg,363.0,360.0,255.0,36.0,217.31779920416284,251.0,0.0,185.101048362412,230.0,95.0,180.92525252525252
basophil,BA,BA_434512,../Data/PBC/basophil/BA_434512.jpg,363.0,360.0,255.0,43.0,217.91013161922254,246.0,0.0,183.88868992959902,228.0,95.0,177.1035506580961
basophil,BA,BA_313484,../Data/PBC/basophil/BA_313484.jpg,363.0,360.0,255.0,34.0,230.812197734925,251.0,0.0,201.44594429139883,227.0,87.0,188.82188552188552
basophil,BA,BA_275073,../Data/PBC/basophil/BA_275073.jpg,363.0,360.0,255.0,34.0,217.97111264156717,255.0,0.0,185.08595806550352,226.0,91.0,180.76679675543312
basophil,BA,BA_41844,../Data/PBC/basophil/BA_41844.jpg,363.0,360.0,255.0,42.0,223.24952555861645,246.0,0.0,192.64449035812672,217.0,91.0,184.17907101316192
basophil,BA,BA_377664,../Data/PBC/basophil/BA_377664.jpg,363.0,360.0,255.0,39.0,222.23766452402816,241.0,0.0,186.68164983164982,215.0,93.0,181.74508723599632
basophil,BA,BA_509334,../Data/PBC/basophil/BA_509334.jpg,363.0,360.0,255.0,41.0,222.7455463728191,253.0,0.0,190.06184573002756,216.0,87.0,184.02337771655954
basophil,BA,BA_121897,../Data/PBC/basophil/BA_121897.jpg,363.0,360.0,255.0,38.0,218.69747474747476,255.0,0.0,186.5810912151821,224.0,94.0,181.03396847260484
basophil,BA,BA_463847,../Data/PBC/basophil/BA_463847.jpg,363.0,360.0,255.0,39.0,220.35888429752066,255.0,0.0,189.74934955616774,220.0,84.0,182.88014998469544
basophil,BA,BA_49997,../Data/PBC/basophil/BA_49997.jpg,363.0,360.0,255.0,35.0,218.41668197122743,255.0,0.0,186.04525558616467,217.0,90.0,181.0593587389042
basophil,BA,BA_833409,../Data/PBC/basophil/BA_833409.jpg,363.0,360.0,255.0,42.0,219.00918273645547,246.0,1.0,182.15094888276707,216.0,89.0,178.99745179063362
basophil,BA,BA_196807,../Data/PBC/basophil/BA_196807.jpg,363.0,360.0,255.0,40.0,214.3218931741659,249.0,0.0,182.07066880930518,230.0,93.0,180.04496479951027
basophil,BA,BA_30267,../Data/PBC/basophil/BA_30267.jpg,363.0,360.0,255.0,38.0,221.72637741046833,252.0,0.0,188.03303489439853,220.0,96.0,182.96065197428834
basophil,BA,BA_988506,../Data/PBC/basophil/BA_988506.jpg,363.0,360.0,255.0,35.0,219.79773492500766,242.0,0.0,186.57891031527396,220.0,96.0,181.7170263238445
basophil,BA,BA_124938,../Data/PBC/basophil/BA_124938.jpg,363.0,360.0,255.0,35.0,222.40319100091827,255.0,0.0,190.43260636669729,233.0,82.0,184.50934343434344
basophil,BA,BA_994113,../Data/PBC/basophil/BA_994113.jpg,363.0,360.0,255.0,41.0,226.09845423936332,252.0,0.0,195.11480716253445,228.0,87.0,186.61884756657483
basophil,BA,BA_372252,../Data/PBC/basophil/BA_372252.jpg,363.0,360.0,255.0,33.0,221.30331343740434,252.0,0.0,188.84942607897153,221.0,78.0,182.03444291398836
basophil,BA,BA_83911,../Data/PBC/basophil/BA_83911.jpg,363.0,360.0,255.0,40.0,222.13494796449342,249.0,0.0,188.65524181205998,220.0,97.0,183.41771502907866
basophil,BA,BA_845210,../Data/PBC/basophil/BA_845210.jpg,363.0,360.0,255.0,45.0,214.14072543618,245.0,0.0,181.51445515763697,221.0,102.0,180.0974900520355
basophil,BA,BA_629062,../Data/PBC/basophil/BA_629062.jpg,363.0,360.0,255.0,41.0,219.33259106213652,254.0,0.0,185.04960973370063,230.0,98.0,181.37552035506582
basophil,BA,BA_775053,../Data/PBC/basophil/BA_775053.jpg,363.0,360.0,255.0,36.0,219.55162228344045,252.0,0.0,187.60850933578206,219.0,88.0,182.14047291092746
basophil,BA,BA_353263,../Data/PBC/basophil/BA_353263.jpg,369.0,366.0,255.0,0.0,201.624031868734,229.0,9.0,186.33961970767248,246.0,94.0,204.81551083270395
basophil,BA,BA_345373,../Data/PBC/basophil/BA_345373.jpg,363.0,360.0,255.0,38.0,215.7198729721457,255.0,0.0,179.87762473217018,222.0,101.0,179.62913223140495
basophil,BA,BA_577373,../Data/PBC/basophil/BA_577373.jpg,369.0,366.0,255.0,0.0,205.32995690612643,233.0,12.0,186.6622610215173,247.0,110.0,211.22820501429058
basophil,BA,BA_219183,../Data/PBC/basophil/BA_219183.jpg,363.0,360.0,255.0,36.0,225.70395622895623,250.0,0.0,193.18002754820935,218.0,78.0,185.28347107438017
basophil,BA,BA_270647,../Data/PBC/basophil/BA_270647.jpg,363.0,360.0,255.0,35.0,225.98223140495867,255.0,0.0,192.3335705540251,229.0,88.0,185.24162840526478
basophil,BA,BA_356694,../Data/PBC/basophil/BA_356694.jpg,363.0,360.0,255.0,39.0,220.40645087235995,244.0,0.0,187.50228803183347,217.0,92.0,182.70410927456382
basophil,BA,BA_48862,../Data/PBC/basophil/BA_48862.jpg,363.0,360.0,255.0,39.0,225.55992500765228,255.0,0.0,194.8297138047138,218.0,84.0,185.3393709825528
basophil,BA,BA_426699,../Data/PBC/basophil/BA_426699.jpg,363.0,360.0,255.0,40.0,219.68736608509334,255.0,0.0,189.93177226813592,222.0,91.0,182.45136975818795
basophil,BA,BA_163898,../Data/PBC/basophil/BA_163898.jpg,363.0,360.0,255.0,43.0,218.21562595653504,251.0,0.0,186.52941536577902,219.0,97.0,182.1339149066422
basophil,BA,BA_318538,../Data/PBC/basophil/BA_318538.jpg,363.0,360.0,255.0,40.0,214.21296296296296,254.0,0.0,176.19735996326907,213.0,95.0,175.6487220691766
basophil,BA,BA_830328,../Data/PBC/basophil/BA_830328.jpg,363.0,360.0,255.0,33.0,224.3955463728191,245.0,0.0,193.87801499846955,221.0,81.0,185.8237679828589
basophil,BA,BA_49215,../Data/PBC/basophil/BA_49215.jpg,363.0,360.0,255.0,37.0,224.37602540557086,255.0,0.0,193.5709136822773,220.0,91.0,185.38945515763697
basophil,BA,BA_691060,../Data/PBC/basophil/BA_691060.jpg,363.0,360.0,255.0,40.0,218.50259412304868,246.0,0.0,185.5267217630854,219.0,93.0,183.6452479338843
basophil,BA,BA_312613,../Data/PBC/basophil/BA_312613.jpg,363.0,360.0,255.0,35.0,220.65553259871442,255.0,0.0,189.4182966023875,226.0,90.0,182.773729721457
basophil,BA,BA_529390,../Data/PBC/basophil/BA_529390.jpg,369.0,366.0,255.0,4.0,210.01692656270825,240.0,12.0,189.7302634501755,255.0,117.0,212.9448887111822
basophil,BA,BA_214538,../Data/PBC/basophil/BA_214538.jpg,363.0,360.0,255.0,34.0,226.55116314661768,243.0,0.0,195.06105754514846,220.0,104.0,184.30429292929293
basophil,BA,BA_279501,../Data/PBC/basophil/BA_279501.jpg,363.0,360.0,255.0,36.0,223.12356137128864,255.0,0.0,193.76466176920724,223.0,91.0,183.8952096724824
basophil,BA,BA_912566,../Data/PBC/basophil/BA_912566.jpg,363.0,360.0,255.0,39.0,218.71304713804713,255.0,0.0,182.9979338842975,219.0,89.0,180.19061065197428
basophil,BA,BA_128084,../Data/PBC/basophil/BA_128084.jpg,369.0,366.0,255.0,0.0,203.11692360093,235.0,5.0,185.81109037866335,246.0,84.0,206.62217335288108
basophil,BA,BA_904489,../Data/PBC/basophil/BA_904489.jpg,363.0,360.0,255.0,35.0,215.33373125191306,250.0,0.0,182.34012090603,224.0,93.0,179.6852846648301
basophil,BA,BA_383453,../Data/PBC/basophil/BA_383453.jpg,363.0,360.0,255.0,39.0,220.99058004285277,255.0,0.0,189.19976277930823,223.0,85.0,181.92068411386595
basophil,BA,BA_464087,../Data/PBC/basophil/BA_464087.jpg,369.0,366.0,255.0,14.0,203.67620359263702,240.0,12.0,183.60668325262486,248.0,121.0,209.54638144742103
basophil,BA,BA_731764,../Data/PBC/basophil/BA_731764.jpg,363.0,360.0,255.0,36.0,221.33774104683195,255.0,0.0,189.12272727272727,223.0,88.0,183.53669268441996
basophil,BA,BA_174705,../Data/PBC/basophil/BA_174705.jpg,363.0,360.0,255.0,37.0,224.0540480563208,246.0,0.0,193.97859657177838,219.0,94.0,184.06776859504131
basophil,BA,BA_177230,../Data/PBC/basophil/BA_177230.jpg,363.0,360.0,255.0,42.0,216.394092439547,249.0,0.0,180.1646617692072,215.0,92.0,179.10371135598407
basophil,BA,BA_970453,../Data/PBC/basophil/BA_970453.jpg,363.0,360.0,255.0,38.0,233.70451484542394,245.0,0.0,204.23027242118152,215.0,74.0,189.4913988368534
basophil,BA,BA_608126,../Data/PBC/basophil/BA_608126.jpg,363.0,360.0,255.0,39.0,219.99387052341598,248.0,0.0,189.3249693908785,218.0,80.0,182.60975665748393
basophil,BA,BA_892429,../Data/PBC/basophil/BA_892429.jpg,363.0,360.0,255.0,43.0,217.8647459442914,242.0,0.0,178.87681359044996,216.0,83.0,179.28913376186102
basophil,BA,BA_558965,../Data/PBC/basophil/BA_558965.jpg,363.0,360.0,255.0,32.0,211.58587389041935,255.0,0.0,175.9713039485767,218.0,95.0,178.27812213039485
basophil,BA,BA_987742,../Data/PBC/basophil/BA_987742.jpg,369.0,366.0,255.0,2.0,202.56076088083285,233.0,13.0,187.29871755001702,247.0,98.0,205.04356775808196
basophil,BA,BA_886460,../Data/PBC/basophil/BA_886460.jpg,363.0,360.0,255.0,41.0,214.60640495867767,255.0,0.0,179.47671411080503,221.0,85.0,179.3413605754515
basophil,BA,BA_525742,../Data/PBC/basophil/BA_525742.jpg,363.0,360.0,255.0,39.0,225.50452249770433,252.0,0.0,193.76978879706152,225.0,88.0,183.87059993878177
basophil,BA,BA_262646,../Data/PBC/basophil/BA_262646.jpg,363.0,360.0,255.0,41.0,221.8638812366085,248.0,0.0,189.62963728191002,220.0,86.0,184.0384756657484
basophil,BA,BA_393442,../Data/PBC/basophil/BA_393442.jpg,369.0,366.0,255.0,0.0,208.86369896485851,232.0,21.0,190.98359915293142,253.0,125.0,213.90206139766315
basophil,BA,BA_218471,../Data/PBC/basophil/BA_218471.jpg,363.0,360.0,255.0,33.0,215.88119069482707,254.0,0.0,181.75432353841444,222.0,97.0,178.38612641567187
basophil,BA,BA_385552,../Data/PBC/basophil/BA_385552.jpg,363.0,360.0,255.0,40.0,223.807782369146,245.0,0.0,188.98875880012244,228.0,95.0,185.40798132843588
basophil,BA,BA_329684,../Data/PBC/basophil/BA_329684.jpg,363.0,360.0,255.0,41.0,215.98512396694215,246.0,0.0,176.32377563513927,218.0,91.0,178.25061983471073
basophil,BA,BA_320878,../Data/PBC/basophil/BA_320878.jpg,363.0,360.0,255.0,39.0,220.6959978573615,245.0,0.0,189.696854912764,214.0,101.0,182.41352923171104
basophil,BA,BA_114542,../Data/PBC/basophil/BA_114542.jpg,363.0,360.0,255.0,40.0,222.1820324456688,253.0,0.0,191.57059993878175,216.0,88.0,183.5066651362106
basophil,BA,BA_436500,../Data/PBC/basophil/BA_436500.jpg,363.0,360.0,255.0,40.0,220.5708907254362,245.0,0.0,190.34904346495256,226.0,86.0,181.70308386899296
basophil,BA,BA_892159,../Data/PBC/basophil/BA_892159.jpg,363.0,360.0,255.0,36.0,224.55150749923476,249.0,0.0,193.96802877257423,226.0,94.0,187.55394092439548
basophil,BA,BA_266178,../Data/PBC/basophil/BA_266178.jpg,363.0,360.0,255.0,38.0,220.14893633302725,249.0,0.0,187.47741812059994,221.0,93.0,183.25510407101316
basophil,BA,BA_263028,../Data/PBC/basophil/BA_263028.jpg,363.0,360.0,255.0,38.0,220.59080195898377,246.0,0.0,191.2424012855831,222.0,94.0,182.52603305785124
basophil,BA,BA_309583,../Data/PBC/basophil/BA_309583.jpg,363.0,360.0,255.0,43.0,215.63264462809917,241.0,0.0,174.80560912151822,223.0,94.0,178.84047291092745
basophil,BA,BA_25245,../Data/PBC/basophil/BA_25245.jpg,363.0,360.0,255.0,40.0,218.9673706764616,244.0,0.0,187.80854759718397,219.0,93.0,181.88347872666054
basophil,BA,BA_659962,../Data/PBC/basophil/BA_659962.jpg,363.0,360.0,255.0,29.0,205.25970309152126,254.0,0.0,169.5963039485767,223.0,89.0,177.4044612794613
basophil,BA,BA_309434,../Data/PBC/basophil/BA_309434.jpg,363.0,360.0,255.0,38.0,226.22353841444752,246.0,0.0,195.80911386593203,220.0,87.0,184.87392102846647
basophil,BA,BA_895971,../Data/PBC/basophil/BA_895971.jpg,363.0,360.0,255.0,40.0,224.9046449341904,255.0,0.0,193.55174471992655,229.0,89.0,185.7808769513315
basophil,BA,BA_724023,../Data/PBC/basophil/BA_724023.jpg,369.0,366.0,255.0,12.0,209.03346068979815,242.0,4.0,192.7731351903683,255.0,107.0,212.53249070742075
basophil,BA,BA_602999,../Data/PBC/basophil/BA_602999.jpg,363.0,360.0,255.0,29.0,224.52823691460054,244.0,0.0,193.93796296296296,214.0,96.0,185.86655953474136
basophil,BA,BA_279676,../Data/PBC/basophil/BA_279676.jpg,363.0,360.0,255.0,43.0,228.54567646158554,242.0,0.0,196.31299357208448,217.0,101.0,185.6267906336088
basophil,BA,BA_990612,../Data/PBC/basophil/BA_990612.jpg,363.0,360.0,255.0,35.0,205.98101469237832,251.0,0.0,171.67551270278543,218.0,75.0,176.4814355677992
basophil,BA,BA_490072,../Data/PBC/basophil/BA_490072.jpg,363.0,360.0,255.0,38.0,232.289072543618,246.0,0.0,202.92689776553414,222.0,88.0,189.161310070401
basophil,BA,BA_552455,../Data/PBC/basophil/BA_552455.jpg,363.0,360.0,255.0,39.0,219.10135445362718,253.0,0.0,185.48553719008265,219.0,78.0,182.3921028466483
basophil,BA,BA_285156,../Data/PBC/basophil/BA_285156.jpg,363.0,360.0,255.0,41.0,221.95401744719928,251.0,0.0,189.5918809305173,228.0,90.0,182.3267982858892
basophil,BA,BA_807787,../Data/PBC/basophil/BA_807787.jpg,363.0,360.0,255.0,36.0,212.71843434343435,252.0,0.0,180.09853076216712,226.0,95.0,180.6917661463116
basophil,BA,BA_556627,../Data/PBC/basophil/BA_556627.jpg,363.0,360.0,255.0,37.0,210.1955463728191,255.0,0.0,178.67225283134374,222.0,89.0,177.453749617386
basophil,BA,BA_461909,../Data/PBC/basophil/BA_461909.jpg,363.0,360.0,255.0,40.0,212.02359963269055,254.0,0.0,176.9971610039792,217.0,88.0,176.0443832262014
basophil,BA,BA_386305,../Data/PBC/basophil/BA_386305.jpg,363.0,360.0,255.0,38.0,217.86176920722374,255.0,0.0,186.19299051117233,221.0,100.0,181.38250688705233
basophil,BA,BA_284260,../Data/PBC/basophil/BA_284260.jpg,363.0,360.0,255.0,38.0,224.27169421487602,243.0,0.0,189.95206611570248,219.0,99.0,184.0693832262014
basophil,BA,BA_938239,../Data/PBC/basophil/BA_938239.jpg,363.0,360.0,255.0,45.0,227.03219314355678,246.0,0.0,197.7985384144475,214.0,101.0,187.57592592592593
basophil,BA,BA_430561,../Data/PBC/basophil/BA_430561.jpg,363.0,360.0,255.0,38.0,220.103588919498,247.0,0.0,188.17151821242732,214.0,90.0,180.86675849403122
basophil,BA,BA_640980,../Data/PBC/basophil/BA_640980.jpg,363.0,360.0,255.0,36.0,228.9336470768289,252.0,0.0,196.72818334863788,219.0,86.0,187.9374273033364
basophil,BA,BA_888511,../Data/PBC/basophil/BA_888511.jpg,363.0,360.0,255.0,34.0,226.3876951331497,251.0,0.0,192.85547903275176,222.0,89.0,184.1629859198041
basophil,BA,BA_38638,../Data/PBC/basophil/BA_38638.jpg,363.0,360.0,255.0,34.0,222.4429675543312,245.0,0.0,190.63112182430365,226.0,100.0,185.4728650137741
basophil,BA,BA_379312,../Data/PBC/basophil/BA_379312.jpg,363.0,360.0,255.0,42.0,211.98383073155802,255.0,0.0,181.2363406795225,218.0,93.0,179.09099326599326
basophil,BA,BA_237069,../Data/PBC/basophil/BA_237069.jpg,363.0,360.0,255.0,41.0,222.4429292929293,255.0,0.0,191.38673094582185,219.0,79.0,183.74830119375574
basophil,BA,BA_398846,../Data/PBC/basophil/BA_398846.jpg,363.0,360.0,255.0,31.0,222.91757728803182,255.0,0.0,190.5314355677992,222.0,89.0,184.4914217936945
basophil,BA,BA_486837,../Data/PBC/basophil/BA_486837.jpg,363.0,360.0,255.0,41.0,225.19716865625958,250.0,0.0,193.19432200795836,221.0,97.0,185.25958830731557
basophil,BA,BA_406945,../Data/PBC/basophil/BA_406945.jpg,363.0,360.0,255.0,37.0,216.03569788797063,255.0,0.0,179.6161233547597,218.0,86.0,179.79058769513315
basophil,BA,BA_855006,../Data/PBC/basophil/BA_855006.jpg,363.0,360.0,255.0,41.0,223.3722681359045,237.0,0.0,185.5631007040098,215.0,93.0,183.25811906948272
basophil,BA,BA_618537,../Data/PBC/basophil/BA_618537.jpg,363.0,360.0,255.0,37.0,222.42326293235385,250.0,0.0,192.61496020814204,228.0,86.0,183.81091215182124
basophil,BA,BA_420010,../Data/PBC/basophil/BA_420010.jpg,363.0,360.0,255.0,27.0,213.85873890419344,255.0,0.0,181.09776553412917,223.0,84.0,180.51242730333638
basophil,BA,BA_154572,../Data/PBC/basophil/BA_154572.jpg,363.0,360.0,255.0,35.0,224.27285736149372,255.0,0.0,189.4288184879094,222.0,91.0,183.8805325987144
basophil,BA,BA_141631,../Data/PBC/basophil/BA_141631.jpg,363.0,360.0,255.0,39.0,225.04920416284054,246.0,2.0,193.41172329354148,221.0,71.0,182.7752295684114
basophil,BA,BA_564691,../Data/PBC/basophil/BA_564691.jpg,363.0,360.0,255.0,39.0,222.62768595041322,247.0,0.0,188.21264156718703,226.0,91.0,184.10054331190696
